sample_id,audio_path,reference_text,spoken_text,split,source,consent_status,speaker_id,scenario_id,difficulty_group,term_targets,noise_condition,approval_id,deidentified,label_reviewer,label_review_status,tts_voice,tts_rate,audio_duration_seconds,audio_sha256
syn_train_112,audio/syn_train_112.wav,3호기 CNC 선반 모델 T601의 절삭유 유량 항목을 기록한 뒤 체결 토크 상태를 확인합니다.,삼 호기 씨엔씨 선반 모델 티 육백일의 절삭유 유량 항목을 기록한 뒤 체결 토크 상태를 확인합니다.,train,synthetic_windows_system_speech,synthetic,synthetic_heami_rate_-4,cnc,error_prone,CNC 선반|체결 토크|T601|3호기,hard_factory_noise_snr8db,SYNTHETIC-FIXTURE-NO-HUMAN-DATA,true,not_applicable_synthetic_source_text,synthetic_generated,Microsoft Heami Desktop,-4,12.927,09076d92a5eca1797189f8e8f9839a6f2b470d48b3a15a4854c0791b6279f26a
syn_train_113,audio/syn_train_113.wav,5호기 CNC 선반 모델 S902의 공구 보정값 항목을 확인한 뒤 체결 토크 상태를 확인합니다.,오 호기 씨엔씨 선반 모델 에스 구백이의 공구 보정값 항목을 확인한 뒤 체결 토크 상태를 확인합니다.,train,synthetic_windows_system_speech,synthetic,synthetic_heami_rate_-3,cnc,error_prone,CNC 선반|체결 토크|S902|5호기,quiet_tts,SYNTHETIC-FIXTURE-NO-HUMAN-DATA,true,not_applicable_synthetic_source_text,synthetic_generated,Microsoft Heami Desktop,-3,11.369,38b98a3e5c5ce58eb9ae169c690ff43491c0b03fc4b23bbb32d4be0cb3ca92f8
syn_train_114,audio/syn_train_114.wav,5호기 CNC 선반 모델 G1001의 절삭유 유량 항목을 기록한 뒤 체결 토크 상태를 확인합니다.,오 호기 씨엔씨 선반 모델 지 천일의 절삭유 유량 항목을 기록한 뒤 체결 토크 상태를 확인합니다.,train,synthetic_windows_system_speech,synthetic,synthetic_heami_rate_-2,cnc,error_prone,CNC 선반|체결 토크|G1001|5호기,fan_noise_snr20db,SYNTHETIC-FIXTURE-NO-HUMAN-DATA,true,not_applicable_synthetic_source_text,synthetic_generated,Microsoft Heami Desktop,-2,10.098,a7b2722d479057a94dc384d9fc01f698a613637c686ffda6ed56b1ce60354e1d
syn_train_115,audio/syn_train_115.wav,2호기 CNC 선반 모델 A302의 공구 보정값 항목을 확인한 뒤 체결 토크 상태를 확인합니다.,이 호기 씨엔씨 선반 모델 에이 삼백이의 공구 보정값 항목을 확인한 뒤 체결 토크 상태를 확인합니다.,train,synthetic_windows_system_speech,synthetic,synthetic_heami_rate_-4,cnc,error_prone,CNC 선반|체결 토크|A302|2호기,equipment_hum_snr14db,SYNTHETIC-FIXTURE-NO-HUMAN-DATA,true,not_applicable_synthetic_source_text,synthetic_generated,Microsoft Heami Desktop,-4,12.767,906432f16c03b7e2eddf2b1a343faf89272c04846562f7c64bf8841cae1a7ef8
syn_train_116,audio/syn_train_116.wav,2호기 CNC 선반 모델 M402의 가공 원점 항목을 검증한 뒤 체결 토크 상태를 확인합니다.,이 호기 씨엔씨 선반 모델 엠 사백이의 가공 원점 항목을 검증한 뒤 체결 토크 상태를 확인합니다.,train,synthetic_windows_system_speech,synthetic,synthetic_heami_rate_-3,cnc,error_prone,CNC 선반|체결 토크|M402|2호기,hard_factory_noise_snr8db,SYNTHETIC-FIXTURE-NO-HUMAN-DATA,true,not_applicable_synthetic_source_text,synthetic_generated,Microsoft Heami Desktop,-3,11.238,c415352be08752d4fa432029d6ca897be43887afac756e5377a4d3a0649c9dde
syn_train_117,audio/syn_train_117.wav,2호기 CNC 선반 모델 M401의 절삭유 유량 항목을 기록한 뒤 체결 토크 상태를 확인합니다.,이 호기 씨엔씨 선반 모델 엠 사백일의 절삭유 유량 항목을 기록한 뒤 체결 토크 상태를 확인합니다.,train,synthetic_windows_system_speech,synthetic,synthetic_heami_rate_-2,cnc,error_prone,CNC 선반|체결 토크|M401|2호기,quiet_tts,SYNTHETIC-FIXTURE-NO-HUMAN-DATA,true,not_applicable_synthetic_source_text,synthetic_generated,Microsoft Heami Desktop,-2,10.203,dee63239195ecdaa825eb76b340c0af047e5988cb1cb9fb133bd2a8c335b6e30
syn_train_118,audio/syn_train_118.wav,1호기 CNC 선반 모델 X101의 주축 회전수 항목을 점검한 뒤 체결 토크 상태를 확인합니다.,일 호기 씨엔씨 선반 모델 엑스 백일의 주축 회전수 항목을 점검한 뒤 체결 토크 상태를 확인합니다.,train,synthetic_windows_system_speech,synthetic,synthetic_heami_rate_-4,cnc,error_prone,CNC 선반|체결 토크|X101|1호기,fan_noise_snr20db,SYNTHETIC-FIXTURE-NO-HUMAN-DATA,true,not_applicable_synthetic_source_text,synthetic_generated,Microsoft Heami Desktop,-4,12.927,a68d9c589646d47d4bd08a39ba95a89c587927f29bbe2622fdc2ed1bf04f5c6f
syn_train_119,audio/syn_train_119.wav,1호기 CNC 선반 모델 K202의 가공 원점 항목을 검증한 뒤 체결 토크 상태를 확인합니다.,일 호기 씨엔씨 선반 모델 케이 이백이의 가공 원점 항목을 검증한 뒤 체결 토크 상태를 확인합니다.,train,synthetic_windows_system_speech,synthetic,synthetic_heami_rate_-3,cnc,error_prone,CNC 선반|체결 토크|K202|1호기,equipment_hum_snr14db,SYNTHETIC-FIXTURE-NO-HUMAN-DATA,true,not_applicable_synthetic_source_text,synthetic_generated,Microsoft Heami Desktop,-3,11.315,fcff5adf59461a5c2fd9864f2974a4e77945a59c053f91d1bff4aa9218bdd4e4
syn_train_120,audio/syn_train_120.wav,1호기 CNC 선반 모델 K201의 절삭유 유량 항목을 기록한 뒤 체결 토크 상태를 확인합니다.,일 호기 씨엔씨 선반 모델 케이 이백일의 절삭유 유량 항목을 기록한 뒤 체결 토크 상태를 확인합니다.,train,synthetic_windows_system_speech,synthetic,synthetic_heami_rate_-2,cnc,error_prone,CNC 선반|체결 토크|K201|1호기,hard_factory_noise_snr8db,SYNTHETIC-FIXTURE-NO-HUMAN-DATA,true,not_applicable_synthetic_source_text,synthetic_generated,Microsoft Heami Desktop,-2,10.282,3ddd26b31085a1bed86e1f7b7bbbb666fdc212aafcb33e3f4cd63b73d1385369
syn_train_121,audio/syn_train_121.wav,4호기 CNC 선반의 절삭유 유량 상태를 기록합니다.,사 호기 씨엔씨 선반의 절삭유 유량 상태를 기록합니다.,train,synthetic_windows_system_speech,synthetic,synthetic_heami_rate_-4,cnc,normal,CNC 선반|4호기,quiet_tts,SYNTHETIC-FIXTURE-NO-HUMAN-DATA,true,not_applicable_synthetic_source_text,synthetic_generated,Microsoft Heami Desktop,-4,7.812,f215dbeb5407e923845225f5c1d0d1c8b3619a5badeb11eb88db4d3312dc022e
syn_train_122,audio/syn_train_122.wav,4호기 CNC 선반의 주축 회전수 상태를 점검합니다.,사 호기 씨엔씨 선반의 주축 회전수 상태를 점검합니다.,train,synthetic_windows_system_speech,synthetic,synthetic_heami_rate_-3,cnc,normal,CNC 선반|4호기,fan_noise_snr20db,SYNTHETIC-FIXTURE-NO-HUMAN-DATA,true,not_applicable_synthetic_source_text,synthetic_generated,Microsoft Heami Desktop,-3,7.204,a3334d9118e4999f3898c3f7c9fdeeffa2af191bd6e122bac68d91fa35ab45d1
syn_train_123,audio/syn_train_123.wav,3호기 CNC 선반의 가공 원점 상태를 검증합니다.,삼 호기 씨엔씨 선반의 가공 원점 상태를 검증합니다.,train,synthetic_windows_system_speech,synthetic,synthetic_heami_rate_-2,cnc,normal,CNC 선반|3호기,equipment_hum_snr14db,SYNTHETIC-FIXTURE-NO-HUMAN-DATA,true,not_applicable_synthetic_source_text,synthetic_generated,Microsoft Heami Desktop,-2,6.244,5a5018debf061257dea2f064a5df9464c5818ef79882f833ef6875e16d64d347
syn_train_124,audio/syn_train_124.wav,3호기 CNC 선반의 절삭유 유량 상태를 기록합니다.,삼 호기 씨엔씨 선반의 절삭유 유량 상태를 기록합니다.,train,synthetic_windows_system_speech,synthetic,synthetic_heami_rate_-4,cnc,normal,CNC 선반|3호기,hard_factory_noise_snr8db,SYNTHETIC-FIXTURE-NO-HUMAN-DATA,true,not_applicable_synthetic_source_text,synthetic_generated,Microsoft Heami Desktop,-4,7.859,92a47d8526b727ada013b56ae2de8ca749d5210bc87d3617da6bb41429265988
syn_train_125,audio/syn_train_125.wav,5호기 CNC 선반의 주축 회전수 상태를 점검합니다.,오 호기 씨엔씨 선반의 주축 회전수 상태를 점검합니다.,train,synthetic_windows_system_speech,synthetic,synthetic_heami_rate_-3,cnc,normal,CNC 선반|5호기,quiet_tts,SYNTHETIC-FIXTURE-NO-HUMAN-DATA,true,not_applicable_synthetic_source_text,synthetic_generated,Microsoft Heami Desktop,-3,7.118,2f9eb217ed97e88057a305533d92e505d6652eaa5ece8874b3713b95c08922a5
syn_train_126,audio/syn_train_126.wav,2호기 CNC 선반의 가공 원점 상태를 검증합니다.,이 호기 씨엔씨 선반의 가공 원점 상태를 검증합니다.,train,synthetic_windows_system_speech,synthetic,synthetic_heami_rate_-2,cnc,normal,CNC 선반|2호기,fan_noise_snr20db,SYNTHETIC-FIXTURE-NO-HUMAN-DATA,true,not_applicable_synthetic_source_text,synthetic_generated,Microsoft Heami Desktop,-2,6.140,f037e85e4a9ec9319a262b746ff952186d349c464571fefd0bec82feebe5ac8b
syn_train_127,audio/syn_train_127.wav,2호기 CNC 선반의 공구 보정값 상태를 확인합니다.,이 호기 씨엔씨 선반의 공구 보정값 상태를 확인합니다.,train,synthetic_windows_system_speech,synthetic,synthetic_heami_rate_-4,cnc,normal,CNC 선반|2호기,equipment_hum_snr14db,SYNTHETIC-FIXTURE-NO-HUMAN-DATA,true,not_applicable_synthetic_source_text,synthetic_generated,Microsoft Heami Desktop,-4,7.677,e98f4ff2108d151465bdde99118a6c701043038eecb39e19a16389e56f586734
syn_train_128,audio/syn_train_128.wav,2호기 CNC 선반의 절삭유 유량 상태를 기록합니다.,이 호기 씨엔씨 선반의 절삭유 유량 상태를 기록합니다.,train,synthetic_windows_system_speech,synthetic,synthetic_heami_rate_-3,cnc,normal,CNC 선반|2호기,hard_factory_noise_snr8db,SYNTHETIC-FIXTURE-NO-HUMAN-DATA,true,not_applicable_synthetic_source_text,synthetic_generated,Microsoft Heami Desktop,-3,6.915,b7e7ac9e758ba0da3690cf2d7d09c278d68828c6415e6694046d95f01b500e37
syn_train_129,audio/syn_train_129.wav,2호기 CNC 선반의 주축 회전수 상태를 점검합니다.,이 호기 씨엔씨 선반의 주축 회전수 상태를 점검합니다.,train,synthetic_windows_system_speech,synthetic,synthetic_heami_rate_-2,cnc,normal,CNC 선반|2호기,quiet_tts,SYNTHETIC-FIXTURE-NO-HUMAN-DATA,true,not_applicable_synthetic_source_text,synthetic_generated,Microsoft Heami Desktop,-2,6.402,9e719f42851763fb763c2905e6a1e495cb5cd13cd2acbc8d8990c866df95ea59
syn_train_130,audio/syn_train_130.wav,1호기 CNC 선반의 가공 원점 상태를 검증합니다.,일 호기 씨엔씨 선반의 가공 원점 상태를 검증합니다.,train,synthetic_windows_system_speech,synthetic,synthetic_heami_rate_-4,cnc,normal,CNC 선반|1호기,fan_noise_snr20db,SYNTHETIC-FIXTURE-NO-HUMAN-DATA,true,not_applicable_synthetic_source_text,synthetic_generated,Microsoft Heami Desktop,-4,7.615,b7a04b3c5473982d7891deb5ea911d46da369b2f2481a5b6c3a1733bad57e33b
syn_train_131,audio/syn_train_131.wav,1호기 CNC 선반의 공구 보정값 상태를 확인합니다.,일 호기 씨엔씨 선반의 공구 보정값 상태를 확인합니다.,train,synthetic_windows_system_speech,synthetic,synthetic_heami_rate_-3,cnc,normal,CNC 선반|1호기,equipment_hum_snr14db,SYNTHETIC-FIXTURE-NO-HUMAN-DATA,true,not_applicable_synthetic_source_text,synthetic_generated,Microsoft Heami Desktop,-3,6.871,29233ed25785d104746ca485a8a3705bb86c73e1ed69ba3ba46202fe12fc2108
syn_train_132,audio/syn_train_132.wav,1호기 CNC 선반의 주축 회전수 상태를 점검합니다.,일 호기 씨엔씨 선반의 주축 회전수 상태를 점검합니다.,train,synthetic_windows_system_speech,synthetic,synthetic_heami_rate_-2,cnc,normal,CNC 선반|1호기,hard_factory_noise_snr8db,SYNTHETIC-FIXTURE-NO-HUMAN-DATA,true,not_applicable_synthetic_source_text,synthetic_generated,Microsoft Heami Desktop,-2,6.397,e85768eb8b3aa09ce6509cbc0e3f2bd1501a662a3bbb4be8d7fddfcfb4d62644
syn_train_133,audio/syn_train_133.wav,4호기 CNC 선반의 가공 원점 값을 검증하고 체결 토크 기록과 비교합니다.,사 호기 씨엔씨 선반의 가공 원점 값을 검증하고 체결 토크 기록과 비교합니다.,train,synthetic_windows_system_speech,synthetic,synthetic_heami_rate_-4,cnc,term_dense,CNC 선반|체결 토크|4호기,quiet_tts,SYNTHETIC-FIXTURE-NO-HUMAN-DATA,true,not_applicable_synthetic_source_text,synthetic_generated,Microsoft Heami Desktop,-4,10.518,ea9b800d88a43c9dc0189c3d439044fb83f0d2840049e1886ee878644d160339
syn_train_134,audio/syn_train_134.wav,4호기 CNC 선반의 공구 보정값 값을 확인하고 체결 토크 기록과 비교합니다.,사 호기 씨엔씨 선반의 공구 보정값 값을 확인하고 체결 토크 기록과 비교합니다.,train,synthetic_windows_system_speech,synthetic,synthetic_heami_rate_-3,cnc,term_dense,CNC 선반|체결 토크|4호기,fan_noise_snr20db,SYNTHETIC-FIXTURE-NO-HUMAN-DATA,true,not_applicable_synthetic_source_text,synthetic_generated,Microsoft Heami Desktop,-3,9.514,ce9feadfaa2191ed0b55213ad85f3fc479b971ee12eff40812d7e47dc32742a1
syn_train_135,audio/syn_train_135.wav,4호기 CNC 선반의 절삭유 유량 값을 기록하고 체결 토크 기록과 비교합니다.,사 호기 씨엔씨 선반의 절삭유 유량 값을 기록하고 체결 토크 기록과 비교합니다.,train,synthetic_windows_system_speech,synthetic,synthetic_heami_rate_-2,cnc,term_dense,CNC 선반|체결 토크|4호기,equipment_hum_snr14db,SYNTHETIC-FIXTURE-NO-HUMAN-DATA,true,not_applicable_synthetic_source_text,synthetic_generated,Microsoft Heami Desktop,-2,8.560,3b6b637c6aaed73ac31a291b876bd0863ca5dd3430ddee91bd1fdc6ad58a3e09
syn_train_136,audio/syn_train_136.wav,4호기 CNC 선반의 주축 회전수 값을 점검하고 체결 토크 기록과 비교합니다.,사 호기 씨엔씨 선반의 주축 회전수 값을 점검하고 체결 토크 기록과 비교합니다.,train,synthetic_windows_system_speech,synthetic,synthetic_heami_rate_-4,cnc,term_dense,CNC 선반|체결 토크|4호기,hard_factory_noise_snr8db,SYNTHETIC-FIXTURE-NO-HUMAN-DATA,true,not_applicable_synthetic_source_text,synthetic_generated,Microsoft Heami Desktop,-4,10.786,649bac2ccc16d5877e6e508dd2f25aa9229d512d6ea0dce3ea47b44c49f822c9
syn_train_137,audio/syn_train_137.wav,3호기 CNC 선반의 가공 원점 값을 검증하고 체결 토크 기록과 비교합니다.,삼 호기 씨엔씨 선반의 가공 원점 값을 검증하고 체결 토크 기록과 비교합니다.,train,synthetic_windows_system_speech,synthetic,synthetic_heami_rate_-3,cnc,term_dense,CNC 선반|체결 토크|3호기,quiet_tts,SYNTHETIC-FIXTURE-NO-HUMAN-DATA,true,not_applicable_synthetic_source_text,synthetic_generated,Microsoft Heami Desktop,-3,9.473,f3a2465223ca78cb963051cc9d4abdfc18aca9105a00f7daf5bd32a0722eb370
syn_train_138,audio/syn_train_138.wav,3호기 CNC 선반의 절삭유 유량 값을 기록하고 체결 토크 기록과 비교합니다.,삼 호기 씨엔씨 선반의 절삭유 유량 값을 기록하고 체결 토크 기록과 비교합니다.,train,synthetic_windows_system_speech,synthetic,synthetic_heami_rate_-2,cnc,term_dense,CNC 선반|체결 토크|3호기,fan_noise_snr20db,SYNTHETIC-FIXTURE-NO-HUMAN-DATA,true,not_applicable_synthetic_source_text,synthetic_generated,Microsoft Heami Desktop,-2,8.600,24c6527956e726dda615015fd650b6de5d1e536e4f2af258311b54cbf847a1b8
syn_train_139,audio/syn_train_139.wav,5호기 CNC 선반의 가공 원점 값을 검증하고 체결 토크 기록과 비교합니다.,오 호기 씨엔씨 선반의 가공 원점 값을 검증하고 체결 토크 기록과 비교합니다.,train,synthetic_windows_system_speech,synthetic,synthetic_heami_rate_-4,cnc,term_dense,CNC 선반|체결 토크|5호기,equipment_hum_snr14db,SYNTHETIC-FIXTURE-NO-HUMAN-DATA,true,not_applicable_synthetic_source_text,synthetic_generated,Microsoft Heami Desktop,-4,10.414,70c7f767b51d2ac8ca5e7e3c6773b64b01aece92118de927f4d8b67f89f4f333
syn_train_140,audio/syn_train_140.wav,5호기 CNC 선반의 절삭유 유량 값을 기록하고 체결 토크 기록과 비교합니다.,오 호기 씨엔씨 선반의 절삭유 유량 값을 기록하고 체결 토크 기록과 비교합니다.,train,synthetic_windows_system_speech,synthetic,synthetic_heami_rate_-3,cnc,term_dense,CNC 선반|체결 토크|5호기,hard_factory_noise_snr8db,SYNTHETIC-FIXTURE-NO-HUMAN-DATA,true,not_applicable_synthetic_source_text,synthetic_generated,Microsoft Heami Desktop,-3,9.449,d6b82673b05885836d22dee0ad7778fb3155d6056ec1308c307168184aa6853b
syn_train_141,audio/syn_train_141.wav,5호기 CNC 선반의 주축 회전수 값을 점검하고 체결 토크 기록과 비교합니다.,오 호기 씨엔씨 선반의 주축 회전수 값을 점검하고 체결 토크 기록과 비교합니다.,train,synthetic_windows_system_speech,synthetic,synthetic_heami_rate_-2,cnc,term_dense,CNC 선반|체결 토크|5호기,quiet_tts,SYNTHETIC-FIXTURE-NO-HUMAN-DATA,true,not_applicable_synthetic_source_text,synthetic_generated,Microsoft Heami Desktop,-2,8.603,d14cbb1896009777a9d3620121456d6b233592cd1654464711d82098ba0fa78d
syn_train_142,audio/syn_train_142.wav,2호기 CNC 선반의 절삭유 유량 값을 기록하고 체결 토크 기록과 비교합니다.,이 호기 씨엔씨 선반의 절삭유 유량 값을 기록하고 체결 토크 기록과 비교합니다.,train,synthetic_windows_system_speech,synthetic,synthetic_heami_rate_-4,cnc,term_dense,CNC 선반|체결 토크|2호기,fan_noise_snr20db,SYNTHETIC-FIXTURE-NO-HUMAN-DATA,true,not_applicable_synthetic_source_text,synthetic_generated,Microsoft Heami Desktop,-4,10.548,1a7801f82b05ebbe0374535eeb4d5166fa15323f49385da8afa3d3bb3ea15c5c
syn_train_143,audio/syn_train_143.wav,2호기 CNC 선반의 주축 회전수 값을 점검하고 체결 토크 기록과 비교합니다.,이 호기 씨엔씨 선반의 주축 회전수 값을 점검하고 체결 토크 기록과 비교합니다.,train,synthetic_windows_system_speech,synthetic,synthetic_heami_rate_-3,cnc,term_dense,CNC 선반|체결 토크|2호기,equipment_hum_snr14db,SYNTHETIC-FIXTURE-NO-HUMAN-DATA,true,not_applicable_synthetic_source_text,synthetic_generated,Microsoft Heami Desktop,-3,9.572,e21dbc550288446e3e69c678b61ca73f0e09355a29f029e74c0a7f05cdb4f2fb
syn_train_144,audio/syn_train_144.wav,1호기 CNC 선반의 가공 원점 값을 검증하고 체결 토크 기록과 비교합니다.,일 호기 씨엔씨 선반의 가공 원점 값을 검증하고 체결 토크 기록과 비교합니다.,train,synthetic_windows_system_speech,synthetic,synthetic_heami_rate_-2,cnc,term_dense,CNC 선반|체결 토크|1호기,hard_factory_noise_snr8db,SYNTHETIC-FIXTURE-NO-HUMAN-DATA,true,not_applicable_synthetic_source_text,synthetic_generated,Microsoft Heami Desktop,-2,8.377,b4d0b4a45bc8948cf1f30ddbe8ba8eee5a620d7d40cc7b6d658d32f4122988aa
syn_train_145,audio/syn_train_145.wav,검사 컨베이어 모델 A302의 제품 간격 항목을 확인한 뒤 AGV 상태를 확인합니다.,검사 컨베이어 모델 에이 삼백이의 제품 간격 항목을 확인한 뒤 에이지브이 상태를 확인합니다.,train,synthetic_windows_system_speech,synthetic,synthetic_heami_rate_-4,conveyor,error_prone,컨베이어|AGV|A302,quiet_tts,SYNTHETIC-FIXTURE-NO-HUMAN-DATA,true,not_applicable_synthetic_source_text,synthetic_generated,Microsoft Heami Desktop,-4,11.323,1b3d8803f9842ca45072574bdcf91ef5219b188f1cf015dab4a2e9adc03c4202
syn_train_146,audio/syn_train_146.wav,검사 컨베이어 모델 A301의 운전 속도 항목을 점검한 뒤 AGV 상태를 확인합니다.,검사 컨베이어 모델 에이 삼백일의 운전 속도 항목을 점검한 뒤 에이지브이 상태를 확인합니다.,train,synthetic_windows_system_speech,synthetic,synthetic_heami_rate_-3,conveyor,error_prone,컨베이어|AGV|A301,fan_noise_snr20db,SYNTHETIC-FIXTURE-NO-HUMAN-DATA,true,not_applicable_synthetic_source_text,synthetic_generated,Microsoft Heami Desktop,-3,10.313,8bc1eff90962421a19ec2b87ef68084950a980de9e0bfabe89dab3eb0b883b67
syn_train_147,audio/syn_train_147.wav,조립 컨베이어 모델 Q502의 제품 간격 항목을 확인한 뒤 AGV 상태를 확인합니다.,조립 컨베이어 모델 큐 오백이의 제품 간격 항목을 확인한 뒤 에이지브이 상태를 확인합니다.,train,synthetic_windows_system_speech,synthetic,synthetic_heami_rate_-2,conveyor,error_prone,컨베이어|AGV|Q502,equipment_hum_snr14db,SYNTHETIC-FIXTURE-NO-HUMAN-DATA,true,not_applicable_synthetic_source_text,synthetic_generated,Microsoft Heami Desktop,-2,8.672,e0de9e745f9a24357ee53357332ee788defa5436a6c6b8cf835f0e52627b3b37
syn_train_148,audio/syn_train_148.wav,조립 컨베이어 모델 Q501의 운전 속도 항목을 점검한 뒤 AGV 상태를 확인합니다.,조립 컨베이어 모델 큐 오백일의 운전 속도 항목을 점검한 뒤 에이지브이 상태를 확인합니다.,train,synthetic_windows_system_speech,synthetic,synthetic_heami_rate_-4,conveyor,error_prone,컨베이어|AGV|Q501,hard_factory_noise_snr8db,SYNTHETIC-FIXTURE-NO-HUMAN-DATA,true,not_applicable_synthetic_source_text,synthetic_generated,Microsoft Heami Desktop,-4,10.969,74d0a28f7579396818a94fe2f2e87ad7d59632160a947557a5863f5c358184fe
syn_train_149,audio/syn_train_149.wav,조립 컨베이어 모델 T602의 비상 정지 버튼 항목을 검증한 뒤 AGV 상태를 확인합니다.,조립 컨베이어 모델 티 육백이의 비상 정지 버튼 항목을 검증한 뒤 에이지브이 상태를 확인합니다.,train,synthetic_windows_system_speech,synthetic,synthetic_heami_rate_-3,conveyor,error_prone,컨베이어|AGV|T602,quiet_tts,SYNTHETIC-FIXTURE-NO-HUMAN-DATA,true,not_applicable_synthetic_source_text,synthetic_generated,Microsoft Heami Desktop,-3,10.662,0140f739ee41f8c8721c16dde2a91d6fed72e0b93afc53fcc153d74add92b4e9
syn_train_150,audio/syn_train_150.wav,조립 컨베이어 모델 T601의 정렬 센서 항목을 기록한 뒤 AGV 상태를 확인합니다.,조립 컨베이어 모델 티 육백일의 정렬 센서 항목을 기록한 뒤 에이지브이 상태를 확인합니다.,train,synthetic_windows_system_speech,synthetic,synthetic_heami_rate_-2,conveyor,error_prone,컨베이어|AGV|T601,fan_noise_snr20db,SYNTHETIC-FIXTURE-NO-HUMAN-DATA,true,not_applicable_synthetic_source_text,synthetic_generated,Microsoft Heami Desktop,-2,8.996,3cccefcdceb88b293e48247ca2ac517682a1f8dda628fc6d814c3d7156bf6ff6
syn_train_151,audio/syn_train_151.wav,출하 컨베이어 모델 S902의 제품 간격 항목을 확인한 뒤 AGV 상태를 확인합니다.,출하 컨베이어 모델 에스 구백이의 제품 간격 항목을 확인한 뒤 에이지브이 상태를 확인합니다.,train,synthetic_windows_system_speech,synthetic,synthetic_heami_rate_-4,conveyor,error_prone,컨베이어|AGV|S902,equipment_hum_snr14db,SYNTHETIC-FIXTURE-NO-HUMAN-DATA,true,not_applicable_synthetic_source_text,synthetic_generated,Microsoft Heami Desktop,-4,10.999,c3b4cf108f92ed295d26393cff356fdb8321bab94f866cf20d0d45823bf3fcac
syn_train_152,audio/syn_train_152.wav,출하 컨베이어 모델 G1001의 정렬 센서 항목을 기록한 뒤 AGV 상태를 확인합니다.,출하 컨베이어 모델 지 천일의 정렬 센서 항목을 기록한 뒤 에이지브이 상태를 확인합니다.,train,synthetic_windows_system_speech,synthetic,synthetic_heami_rate_-3,conveyor,error_prone,컨베이어|AGV|G1001,hard_factory_noise_snr8db,SYNTHETIC-FIXTURE-NO-HUMAN-DATA,true,not_applicable_synthetic_source_text,synthetic_generated,Microsoft Heami Desktop,-3,9.818,e6cd6e63e36318c7dfcd20de6e15e8b670cdc9dec490e1ebdb7dd6e59aaa8308
syn_train_153,audio/syn_train_153.wav,투입 컨베이어 모델 X101의 운전 속도 항목을 점검한 뒤 AGV 상태를 확인합니다.,투입 컨베이어 모델 엑스 백일의 운전 속도 항목을 점검한 뒤 에이지브이 상태를 확인합니다.,train,synthetic_windows_system_speech,synthetic,synthetic_heami_rate_-2,conveyor,error_prone,컨베이어|AGV|X101,quiet_tts,SYNTHETIC-FIXTURE-NO-HUMAN-DATA,true,not_applicable_synthetic_source_text,synthetic_generated,Microsoft Heami Desktop,-2,9.026,97fa3b2e9fba6747b0c968673c30a99f959ed90daa4b5a57ded579b7dc64f906
syn_train_154,audio/syn_train_154.wav,투입 컨베이어 모델 K202의 비상 정지 버튼 항목을 검증한 뒤 AGV 상태를 확인합니다.,투입 컨베이어 모델 케이 이백이의 비상 정지 버튼 항목을 검증한 뒤 에이지브이 상태를 확인합니다.,train,synthetic_windows_system_speech,synthetic,synthetic_heami_rate_-4,conveyor,error_prone,컨베이어|AGV|K202,fan_noise_snr20db,SYNTHETIC-FIXTURE-NO-HUMAN-DATA,true,not_applicable_synthetic_source_text,synthetic_generated,Microsoft Heami Desktop,-4,11.994,5d30fcdb2506569cb4858964a3b84de0346098d8950ee016ac6b517fd410f569
syn_train_155,audio/syn_train_155.wav,투입 컨베이어 모델 K201의 정렬 센서 항목을 기록한 뒤 AGV 상태를 확인합니다.,투입 컨베이어 모델 케이 이백일의 정렬 센서 항목을 기록한 뒤 에이지브이 상태를 확인합니다.,train,synthetic_windows_system_speech,synthetic,synthetic_heami_rate_-3,conveyor,error_prone,컨베이어|AGV|K201,equipment_hum_snr14db,SYNTHETIC-FIXTURE-NO-HUMAN-DATA,true,not_applicable_synthetic_source_text,synthetic_generated,Microsoft Heami Desktop,-3,10.113,40a41ec2cd7c8bf1a3578109a6ca3b9e7477654543ce877aaf98bc7f9ad98d7a
syn_train_156,audio/syn_train_156.wav,포장 컨베이어 모델 R802의 비상 정지 버튼 항목을 검증한 뒤 AGV 상태를 확인합니다.,포장 컨베이어 모델 알 팔백이의 비상 정지 버튼 항목을 검증한 뒤 에이지브이 상태를 확인합니다.,train,synthetic_windows_system_speech,synthetic,synthetic_heami_rate_-2,conveyor,error_prone,컨베이어|AGV|R802,hard_factory_noise_snr8db,SYNTHETIC-FIXTURE-NO-HUMAN-DATA,true,not_applicable_synthetic_source_text,synthetic_generated,Microsoft Heami Desktop,-2,9.722,f1e44f985b0321979c71bd5bd6c2a36b78adbae165d62e3d3d1a5936a46eb592
syn_train_157,audio/syn_train_157.wav,검사 컨베이어의 운전 속도 상태를 점검합니다.,검사 컨베이어의 운전 속도 상태를 점검합니다.,train,synthetic_windows_system_speech,synthetic,synthetic_heami_rate_-4,conveyor,normal,컨베이어,quiet_tts,SYNTHETIC-FIXTURE-NO-HUMAN-DATA,true,not_applicable_synthetic_source_text,synthetic_generated,Microsoft Heami Desktop,-4,6.711,9a826db60923b628fcabdfff32b4ebb2bfc4c3374fc0282d4c174039d43128b2
